title,album,singer,id,date,populairty,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
drivers license,,,5wANPM4fQCJwkGd4rN57mH,,1,242013,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4,sad
The Night We Met,,,3hRV0jL3vUpRrcy398teAU,,1,208212,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3,sad
As the World Caves In,,,2xXNLutYAOELYVObYb1C1S,,1,161613,0.422,0.25,0,-6.836,1,0.0351,0.441,0,0.35,0.246,124.026,4,sad
You're Somebody Else,,,0pdKRp2sUthTPe7RLWpPqQ,,1,218883,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4,sad
Heartbreak Anniversary,,,3FAJ6O0NOHQV8Mc5Ri6ENp,,1,198371,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3,sad
happier,,,2tGvwE8GcFKwNdAXMnlbfl,,1,175933,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,3,sad
Where's My Love,,,2NeM9rfWo70KQej9GxeaoL,,1,202010,0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,4,sad
Getting Older,,,4HOryCnbme0zBnF8LWij3f,,1,244221,0.599,0.128,10,-17.261,1,0.109,0.974,0.121,0.115,0.367,159.679,4,sad
Call Me,,,2y4TiHMg8y0KoIFNmdyZ1p,,1,226909,0.692,0.552,2,-9.397,1,0.0345,0.306,2.34e-05,0.11,0.152,109.992,4,sad
All of Me,,,3U4isOIWM3VvDubwSI3y7a,,1,269560,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4,sad
Chasing_(Demo),,,4f80SteKqaB6M2JytEUrwT,,1,181714,0.498,0.0942,1,-18.713,1,0.126,0.952,0,0.13,0.299,139.218,4,sad
Like Strangers Do,,,0Wc6cbF38a90b8wov9V63F,,1,160791,0.633,0.242,3,-8.523,0,0.0761,0.515,0,0.0839,0.694,98.219,4,sad
You Can Try,,,3qb0poyQvQ9b8z6u2Z3SKv,,1,193952,0.534,0.578,1,-14.001,0,0.0624,0.00394,0.0153,0.138,0.343,154.967,4,sad
Someone You Loved,,,7qEHsqek33rTcFNT9PFqLf,,1,182161,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4,sad
Sparks,,,7D0RhFcb3CrfPuTJ0obrod,,1,227093,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,3,sad
Halley's Comet,,,5XsAal7ZcWg1I5T4NcRjkv,,1,234761,0.403,0.159,1,-16.728,0,0.104,0.961,0.0121,0.34,0.0381,72.38,4,sad
everything sucks (feat. GRACEY),,,6IHk89blS7GnGC5UFWejO2,,1,116261,0.734,0.401,6,-7.311,1,0.046,0.0169,0,0.0795,0.587,138.003,4,sad
Visiting Hours,,,44V6EzbUSYgyfsNiP0FrlA,,1,215507,0.471,0.396,8,-6.654,1,0.0336,0.77,0,0.0729,0.263,149.609,4,sad
Moral of the Story,,,2nC3QhMI9reBIOWutbU3Tj,,1,201084,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4,sad
Photograph,,,1HNkqx9Ahdgi1Ixy2xkKkL,,1,258987,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,sad
Dusk Till Dawn - Radio Edit,,,1j4kHkkpqZRBwE0A4CN4Yv,,1,239000,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,4,sad
You Are The Reason,,,69vToJ9BMbbLlFZo7k7A7B,,1,204326,0.329,0.235,10,-7.699,1,0.0303,0.918,0,0.137,0.22,171.006,3,sad
IDK You Yet,,,0j1Ia2lQWrcXrQZI4AdJlk,,1,184638,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,1,sad
enough for you,,,2TOzTqQXNmR2zDJXihjZ2e,,1,202827,0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,4,sad
Lost Boy,,,4h0zU3O9R5xzuTmNO7dNDU,,1,275280,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,4,sad
If You're In It,,,5s22XIxW3tObCKVop8yUyP,,1,183929,0.787,0.445,10,-9.499,1,0.4,0.117,0,0.256,0.722,153.942,4,sad
People Watching,,,4JeOesjcWWlprTAvucDSJX,,1,158537,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,4,sad
raindrops (an angel cried),,,0v2LUO8oTHnkjQ8MmKuXyk,,1,37640,0.336,0.231,1,-6.217,1,0.0497,0.942,0,0.188,0.429,168.685,5,sad
One Day,,,27r2uANqwK7XbsiAZnzf9e,,1,202496,0.52,0.119,0,-12.148,1,0.0407,0.922,0,0.0883,0.355,69.217,4,sad
The Uprise,,,1Ae7dpn6AkojRu5rZivCEO,,1,177173,0.59,0.62,0,-8.312,0,0.0862,0.393,0.000534,0.108,0.652,95.244,4,sad
Stoned at the Nail Salon,,,51dhTHnxNi215JiLXdyurb,,1,266432,0.466,0.113,2,-13.325,1,0.0414,0.947,7.53e-05,0.0986,0.104,125.369,4,sad
that way,,,7l97ElWmIdVHWUaOeeU5ZC,,1,175027,0.453,0.383,0,-11.015,1,0.163,0.728,0,0.387,0.333,105.029,4,sad
Old School Love,,,3f0eu7WDAaIrdRVJIRGONi,,1,195600,0.787,0.619,0,-7.962,1,0.18,0.28,0,0.0382,0.772,99.924,4,sad
ghost town (voice memo),,,0PKAijroHpnEtdY20bkGdr,,1,137250,0.471,0.229,8,-6.504,1,0.0358,0.953,0,0.0909,0.358,68.41,3,sad
changes,,,7AFASza1mXqntmGtbxXprO,,1,121887,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,4,sad
Say You Won't Let Go,,,5uCax9HTNlzGybIStD3vDh,,1,211467,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4,sad
Still Lost,,,74TyVgCIQH6RTf2x49UaUO,,1,176004,0.58,0.74,4,-4.135,0,0.0595,0.539,0,0.408,0.213,80.054,4,sad
Dancing On My Own,,,2BOqDYLOJBiMOXShCV1neZ,,1,260285,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,4,sad
everything i wanted,,,3ZCTVFBt2Brf31RLEnCkWJ,,1,245426,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4,sad
Be Alright,,,3EPXxR3ImUwfayaurPi3cm,,1,196373,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4,sad
Wrong Direction,,,5Qsp8mtshe70DX7EYbWZGo,,1,248987,0.39,0.388,10,-9.017,1,0.0355,0.472,0,0.157,0.187,72.934,4,sad
Thirties,,,5VA8tNItVojrbxLVYxrhjJ,,1,203384,0.472,0.737,6,-4.8,1,0.0548,0.0306,0,0.114,0.428,169.861,4,sad
7 Minutes,,,2BkyYZmU4JuWW2sYi9EzpC,,1,211453,0.613,0.739,10,-6.478,1,0.0311,0.526,0,0.149,0.712,104.966,4,sad
I Fall Apart,,,75ZvA4QfFiZvzhj2xkaWAh,,1,223347,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,4,sad
"1 step forward, 3 steps back",,,4wcBRRpIfesgcyUtis7PEg,,1,163587,0.473,0.203,2,-12.627,1,0.102,0.941,0,0.126,0.419,168.884,4,sad
Better,,,4T3fNx3CgwDRRYgmFCbD4J,,1,229413,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,4,sad
needy,,,1TEL6MlSSVLSdhOSddidlJ,,1,171573,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,4,sad
Someone To You,,,14BH4qO7pgCmIe6mgLKOK3,,1,219800,0.468,0.936,2,-3.683,1,0.0455,0.00568,0,0.24,0.663,75.05,4,sad
the remedy for a broken heart (why am I so in love),,,4UKCKdYiLN6IMA5ZESUTL7,,1,160184,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4,sad
Love Lies (with Normani),,,45Egmo7icyopuzJN0oMEdk,,1,201707,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,4,sad
Let You Down,,,52okn5MNA47tk87PeZJLEL,,1,212120,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,4,sad
you broke me first,,,45bE4HXI0AwGZXfZtMp8JR,,1,169266,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,4,sad
If the World Was Ending (feat. Julia Michaels),,,2kJwzbxV2ppxnQoYw4GLBZ,,1,208687,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,4,sad
Hold Me While You Wait,,,60iSKGrGazRzICtMjADNSM,,1,205687,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,4,sad
Hold On,,,5vjLSffimiIP26QG5WcN2K,,1,198853,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,4,sad
Love Hoax,,,6jTY4ggSs1zoK1Tmx7Pz4r,,1,143511,0.727,0.554,6,-10.536,0,0.06,0.0279,0,0.0954,0.717,148.055,4,sad
July,,,6J2LdBN97cDWn0MLxYh9HB,,1,156106,0.708,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541,4,sad
My kinda problem,,,0ntfQEVp6nYMeFqvPsQomZ,,1,168814,0.785,0.504,5,-6.331,0,0.0538,0.402,1.35e-06,0.0697,0.659,117.974,4,sad
Heather,,,4xqrdfXkTW4T0RauPLv3WA,,1,198040,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,3,sad
Half A Man,,,1ugQtcwmKOXvKAYzhjncmv,,1,179120,0.507,0.204,0,-11.575,1,0.0504,0.855,0,0.143,0.343,77.765,4,sad
Make You Mine - Acoustic,,,65Ki57yTO2fXdtKPOaS15n,,1,209093,0.721,0.389,9,-8.558,1,0.0279,0.755,0,0.136,0.465,98.003,4,sad
Let Me Down Slowly,,,2qxmye6gAegTMjLKEBoR3d,,1,169354,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,4,sad
Honest,,,7ATRFHQ6MbLkuo5EX09QL8,,1,156693,0.893,0.541,2,-7.28,0,0.103,0.209,0,0.342,0.7,112.005,4,sad
Good Riddance (Time of Your Life),,,6ORqU0bHbVCRjXm9AjyHyZ,,1,153467,0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,4,sad
Dead Dreams,,,45Fal9ldmGpogOwT6yIKgx,,1,198500,0.728,0.544,11,-8.939,0,0.293,0.0644,0,0.131,0.355,82.009,4,sad
Remind Me to Forget,,,6xTU6B6nFwKKTSZ9ySXS80,,1,217293,0.689,0.505,0,-6.389,1,0.0933,0.158,0,0.138,0.312,99.017,4,sad
aftermath,,,4nzBST9JdZIy9qfilr93Po,,1,166610,0.617,0.38,9,-9.275,1,0.0361,0.018,0,0.112,0.192,116.961,4,sad
favorite crime,,,5JCoSi02qi3jJeHdZXMmR8,,1,152667,0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,4,sad
I Guess,,,5bEdWVolylpra9xWgroWyf,,1,170000,0.582,0.571,0,-9.087,1,0.024,0.269,0.00428,0.176,0.194,94.01,4,sad
you were good to me,,,4CxFN5zON70B3VOPBYbd6P,,1,219147,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4,sad
7 Years (Remix),,,1kFlDnWmBTvCBxxeGDpIdp,,1,134197,0.811,0.609,10,-8.376,1,0.0996,0.227,0,0.102,0.439,120.071,4,sad
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",,,5CLGzJsGqhCEECcpnFQA8x,,1,210773,0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,4,sad
Checkmate,,,4UXJ6wbGkzflgbSRJrVQeB,,1,183226,0.68,0.643,5,-7.397,0,0.0526,0.132,0,0.247,0.237,93.026,4,sad
Ghost,,,05UltuNI98AkRfrxqgVBUu,,1,171575,0.467,0.543,5,-6.022,1,0.0383,0.502,0,0.147,0.133,79.843,4,sad
The Worst Time,,,2UxcX8uNFuQsk9mBWASeNR,,1,189547,0.669,0.621,5,-6.777,0,0.0457,0.0694,0,0.115,0.673,98.08,4,sad
Bruises,,,4Of7rzpRpV1mWRbhp5rAqG,,1,220492,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202,4,sad
Cataclysm,,,1o9aKMllMEbECpd7vMCEAS,,1,185625,0.403,0.44,5,-7.813,0,0.208,0.752,0,0.131,0.391,192.12,4,sad
comethru,,,18uwL0vNUanqZH0ro2QcOP,,1,181613,0.795,0.178,0,-11.991,1,0.0574,0.607,0,0.623,0.608,93.982,4,sad
INSOMNIA,,,0XhyR2jEdzdF11haXd72kl,,1,228823,0.491,0.426,7,-7.73,0,0.0286,0.14,1.28e-05,0.154,0.0929,102.095,4,sad
Let Her Go (Acoustic Version),,,3ebXp4osCnAAuvDDqh8aAK,,1,266613,0.548,0.0749,4,-13.802,0,0.0501,0.944,0,0.0845,0.26,142.597,4,sad
Love Someone,,,2JqnpexlO9dmvjUMCaLCLJ,,1,205463,0.55,0.415,9,-6.557,0,0.052,0.161,0,0.108,0.274,172.065,4,sad
LuLu Lemon,,,4AAAqrWDHCO57tO6Lo4son,,1,131000,0.737,0.483,9,-8.487,1,0.0831,0.134,0,0.0775,0.396,119.959,4,sad
No Idea - Dj Purpberry Chopped and Screwed,,,3PEwQ1uaMwg0ehoTeVm7Yq,,1,195573,0.682,0.443,2,-10.787,0,0.0554,0.596,0.00539,0.266,0.582,99.891,4,sad
If You Want Love,,,3i5qVV8azKqGFK4Gzdt5YS,,1,199387,0.551,0.386,0,-10.22,1,0.132,0.659,0,0.125,0.245,116.409,1,sad
Comeback,,,2fec0L3DCdetgL4wU476Xc,,1,178612,0.464,0.444,0,-8.265,0,0.109,0.619,0,0.414,0.21,138.986,4,sad
Jocelyn Flores,,,7m9OqQk4RVRkw9JJdeAw96,,1,119133,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4,sad
Danny Phantom,,,5rWDFxGxMtJEO65tjOXW5Z,,1,109214,0.721,0.382,1,-14.106,1,0.235,0.273,0.0187,0.0827,0.635,76.01,4,sad
death bed (coffee for your head),,,7eJMfftS33KTjuF7lTsMCx,,1,173333,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4,sad
Someone To Stay,,,7tMbZ0RGW0jFsBw7ipEPEV,,1,254013,0.436,0.473,1,-7.24,1,0.0307,0.588,4.35e-05,0.103,0.242,108.906,4,sad
Do Me Right,,,6eHtsuQHpX9oQTJ9cVFcBx,,1,174264,0.504,0.367,11,-9.351,0,0.122,0.787,0,0.117,0.409,78.947,4,sad
The Story Never Ends,,,3u5bTqHMM1P34ZkbwzdckV,,1,229029,0.614,0.126,9,-9.403,1,0.0376,0.911,0,0.148,0.351,119.945,4,sad
Let You Go,,,2ZBDc1Rq14tFJZo00MAi2t,,1,265739,0.616,0.585,6,-5.238,0,0.0264,0.128,0,0.0668,0.541,96.008,4,sad
traitor,,,5CZ40GBx1sQ9agT82CLQCT,,1,229227,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4,sad
Amnesia,,,6nqilOVyqghaGY98Nxm2nl,,1,165906,0.531,0.593,10,-7.357,1,0.0525,0.191,3.22e-06,0.116,0.232,149.033,4,sad
2 Much,,,0oaY19dUwZimIgzn3ZZLZO,,1,152796,0.583,0.444,9,-8.601,1,0.0456,0.593,0,0.353,0.167,119.59,4,sad
Autopilot,,,5DwjpoiBtng3A0TCmaa1Co,,1,182648,0.631,0.438,7,-12.201,1,0.0305,0.0503,0,0.098,0.435,139.977,4,sad
Can We Kiss Forever?,,,58wyJLv6yH1La9NIZPl3ne,,1,187932,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4,sad
If I Saw You Again,,,3cn8yQrehTDCkVviC7K4hs,,1,261653,0.536,0.286,9,-7.823,1,0.0379,0.902,0.0113,0.113,0.264,70.973,4,sad
Recuerda,,,2BaBwcllqDMkoD9184xOxP,,1,150413,0.434,0.207,2,-11.805,0,0.035,0.877,8.01e-05,0.118,0.435,181.204,3,sad
Reina de mi Corazón,,,6pBV756dsPFIMGfLi29Obk,,1,214035,0.896,0.411,5,-8.235,1,0.0395,0.465,0.003,0.0955,0.882,124.943,4,sad
Amor Fugaz,,,4O2bxKTnK9En7OPw8kGDDF,,1,175125,0.587,0.411,8,-8.758,1,0.0475,0.185,0,0.273,0.53,140.277,4,sad
Está Dañada,,,6G2xXQRSZlEzYsUEb3uvuR,,1,214149,0.405,0.565,1,-9.266,0,0.0372,0.38,0.0195,0.107,0.166,159.892,3,sad
Jugaste y Sufrí,,,3NqBxTOMCJ3zW9CIP51td4,,1,275194,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,1,sad
Mirada De Angel,,,06FIIRvXgPLzIKW6qocV8k,,1,190979,0.652,0.722,6,-10.224,0,0.0404,0.23,0,0.32,0.873,144.219,4,sad
Ella,,,0tKl8ZVM6xJkhznvJAS3Nq,,1,259403,0.478,0.732,4,-4.342,0,0.0779,0.363,3.34e-06,0.0768,0.664,184.819,3,sad
Piel de Seda,,,5BGVjoFtSSYov2pMpmo1La,,1,166667,0.732,0.411,5,-10.449,1,0.0449,0.601,0.000201,0.111,0.22,126.009,4,sad
Amor Tumbado,,,5aJ1M43pinROpwaPnO8KRj,,1,221554,0.535,0.714,6,-5.753,0,0.0329,0.332,2.91e-06,0.0806,0.458,100.059,3,sad
Ojitos de Miel,,,3V1jBnDI3zCn25ONFiqwN8,,1,239498,0.473,0.448,9,-9.35,1,0.0378,0.709,0,0.104,0.6,189.195,3,sad
Ya Acabo,,,4H3t8C59tXjKf1R2iKtc5M,,1,189408,0.673,0.326,0,-7.481,1,0.0348,0.696,3.73e-06,0.103,0.672,133.309,4,sad
Amor,,,35CpkPPqi9RXlETJZw5BYS,,1,281107,0.613,0.478,8,-9.217,1,0.0288,0.389,1.71e-05,0.108,0.439,100.037,3,sad
772 Love - Remix,,,2LfiTqcOuH5o4TfIOCuGX3,,1,192993,0.578,0.421,8,-8.861,1,0.0373,0.873,0,0.105,0.171,135.588,3,sad
No Eres La Oficial,,,7qWvY6pXosRyh86pGKhXr5,,1,200450,0.595,0.728,10,-6.677,0,0.0471,0.345,1.14e-05,0.109,0.714,126.919,4,sad
Que Te Vas,,,5YgpBbSqDc50OOVDahLoJZ,,1,206339,0.602,0.527,6,-9.487,1,0.0296,0.558,0,0.0873,0.798,90.082,3,sad
Perfecta en Mis Ojos,,,2an1crKGNWXdviPTzWyH0I,,1,166438,0.638,0.295,5,-14.193,1,0.0307,0.917,0.000132,0.109,0.849,101.127,3,sad
Regresa Mami,,,7bGwqRNetDyNOFDWJN8gvm,,1,214627,0.571,0.271,7,-12.231,1,0.0528,0.533,1.34e-06,0.0994,0.753,122.004,5,sad
Rosas,,,4U2uNBV34fNAKHZx3xwdVK,,1,277159,0.845,0.576,4,-5.558,1,0.0347,0.167,0,0.0609,0.939,95.086,4,sad
Psicodelica,,,6HzREffgQ16b7Rlrr6BY0m,,1,253606,0.686,0.615,9,-5.551,1,0.0245,0.365,6.24e-05,0.142,0.57,105.202,3,sad
Seca Tus Lagrimas,,,54JxxJ2KW8nCeb6ZnroLA0,,1,116456,0.66,0.722,5,-6.489,1,0.0341,0.128,0,0.106,0.6,92.605,3,sad
Baby,,,3lbCkWmaQKphoT2ZWdQrQs,,1,278073,0.642,0.607,5,-8.766,0,0.0338,0.366,0,0.0875,0.72,105.393,3,sad
Labios Rojos,,,1NPk0Y7AkLvirhSg4oI0bM,,1,241424,0.492,0.729,5,-3.357,0,0.0407,0.697,0,0.0676,0.902,177.447,3,sad
Adueñarme,,,4zneNpRMfRSdhsFTZbYZLN,,1,183762,0.719,0.522,7,-6.617,0,0.0322,0.309,0,0.105,0.6,83.086,3,sad
Soy Un Perdedor,,,5x5zN9Uw17QbnU2AHovYm5,,1,207335,0.794,0.737,4,-3.761,0,0.0435,0.123,8.49e-06,0.0763,0.539,80.033,4,sad
La Vi Llorar,,,3G8WaQkwVSwlcDGRHniG3w,,1,285156,0.471,0.293,11,-8.47,0,0.0313,0.768,0.00824,0.0981,0.243,140.056,4,sad
Llamadas Perdidas,,,2Njnz4h488q7hT6hRXuwQT,,1,261856,0.448,0.347,9,-10.08,0,0.0337,0.228,0.003,0.0891,0.254,83.485,4,sad
Enamorado,,,1JZ9TyZKqNZlCuDiySq9Ra,,1,216980,0.601,0.846,5,-8.932,0,0.0478,0.275,0.000876,0.107,0.344,189.88,3,sad
Mi Vicio,,,6sGYPF1Ud3pYSyh28XOUp2,,1,194002,0.514,0.657,5,-7.786,1,0.0375,0.619,0,0.079,0.855,102.132,3,sad
Viernes Nublado,,,7MG39iY64qO4EbvBnRYdhO,,1,246000,0.695,0.339,2,-11.975,0,0.0329,0.794,0.00155,0.107,0.253,74.831,4,sad
Las Razones,,,1iYYianrZZiSmIKldBfFq9,,1,249422,0.444,0.603,6,-8.817,0,0.136,0.507,0,0.112,0.48,172.254,3,sad
El Dueño De Tu Amor,,,3sgf3LgcrNoqOB1jm7PIP0,,1,225000,0.505,0.276,4,-12.784,1,0.0343,0.756,0.000508,0.369,0.596,103.056,3,sad
Por Tu Culpa,,,72jvp2nP4zstRmFdhyWgGu,,1,228466,0.811,0.58,6,-4.776,0,0.065,0.574,0,0.0748,0.659,79.952,3,sad
Te Apendejé,,,5uJ7yN6HWQMSWxbYDtyB1s,,1,165564,0.761,0.497,6,-10.934,0,0.0249,0.302,0,0.121,0.897,93.039,4,sad
Pienso en Ella,,,79fkYjEJlscHdgAtYWYfUO,,1,202580,0.816,0.629,6,-5.905,0,0.0279,0.706,0,0.305,0.837,99.929,3,sad
Amor Con Detalle,,,3oJ0PDZQhIyrPWTqiESrjC,,1,216149,0.695,0.476,4,-8.296,1,0.0265,0.0359,0,0.0602,0.757,93.542,3,sad
Mi Tesoro,,,0jeGxqMjOWFReshjC4GIbh,,1,161857,0.612,0.31,8,-9.478,1,0.0295,0.619,0,0.12,0.438,160.015,3,sad
Corazón Frio,,,6wtZvtOkdCbQgo3fTKFzY7,,1,223913,0.729,0.62,2,-9.072,0,0.0302,0.148,5.44e-05,0.227,0.354,97.97,3,sad
Pensando en Ti,,,0YKbdSvy4dxCVusFXkFiKp,,1,239255,0.587,0.225,0,-15.023,1,0.0428,0.773,0,0.147,0.722,96.614,1,sad
Adicto,,,3itzfbQe4HUdlsAcqL0S77,,1,227490,0.434,0.514,4,-8.04,0,0.0379,0.11,9e-06,0.396,0.354,168.686,3,sad
Mi Amor,,,5Vt0uiNvaZNPCqeoDSTavW,,1,216693,0.414,0.226,2,-14.177,1,0.0393,0.812,0.000491,0.114,0.405,170.143,3,sad
Quiero Ser,,,2O97frCXRrFLDV10UeCd9V,,1,209583,0.651,0.737,9,-7.416,1,0.0415,0.0447,0,0.156,0.703,104.832,4,sad
Mi Nena,,,4X9r5jOEmvl5Qr3ozFwTww,,1,149603,0.687,0.847,7,-7.593,0,0.0543,0.0937,0,0.0288,0.557,110.156,1,sad
Esta noche,,,1nXvx83hxoYItv0S5ZGeNP,,1,198129,0.638,0.574,5,-5.611,0,0.0371,0.491,0,0.134,0.352,153.081,3,sad
La Única,,,1h5pJVUM9U1Lt9rIsykiiz,,1,224739,0.548,0.442,0,-9.381,1,0.0427,0.124,0.000202,0.204,0.364,185.069,3,sad
Yo Te Di Amor,,,1A8pHrC8n667dKSPKJHi94,,1,184000,0.671,0.686,2,-7.027,0,0.0439,0.372,0,0.123,0.809,139.121,3,sad
Mira Nomás <3,,,7om8DqDExhHdwaofMYFgW6,,1,187272,0.498,0.637,2,-9.498,0,0.0342,0.0327,0.00139,0.173,0.327,150.35,3,sad
Cinderella de Mis Noches,,,3qiFcwUBMD0ElzizrjmP73,,1,173477,0.596,0.489,4,-6.24,1,0.0317,0.671,0,0.352,0.53,150.329,3,sad
Cielo Triste,,,6i1VIL4PJWVphVE45J8DQL,,1,190123,0.71,0.691,6,-7.216,0,0.0594,0.225,0,0.385,0.394,180.141,3,sad
Te Busque,,,4RNBrR5tmuZKSAdNo9w5ht,,1,208989,0.636,0.0988,9,-11.875,0,0.0747,0.802,8.34e-06,0.167,0.261,78.149,5,sad
Me Voy Contigo,,,2TWF3qLtN5RqvstpKzw3BR,,1,221401,0.585,0.183,5,-17.3,1,0.0303,0.371,0.00172,0.108,0.427,82.031,3,sad
Another Love,,,3JvKfv6T31zO0ini8iNItO,,1,244360,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,sad
Falling,,,1ZMiCix7XSAbfAJlEZWMCp,,1,240133,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4,sad
Black Hole - Acoustic Version,,,1cpVLszZnKUHUjsJDTEi3D,,1,175980,0.824,0.3,1,-6.678,0,0.0565,0.854,0,0.174,0.227,112.867,4,sad
24/5,,,1A6gT680oQr98VtDkNzys7,,1,158221,0.559,0.763,0,-4.16,1,0.105,0.403,0,0.127,0.349,91.069,4,sad
Visiting Hours,,,44V6EzbUSYgyfsNiP0FrlA,,1,215507,0.471,0.396,8,-6.654,1,0.0336,0.77,0,0.0729,0.263,149.609,4,sad
Train Wreck,,,55Am8neGJkdj2ADaM3aw5H,,1,208827,0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,4,sad
IDK You Yet,,,0j1Ia2lQWrcXrQZI4AdJlk,,1,184638,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,1,sad
Is It Just Me? (feat. JP Cooper),,,754zNJgoWQaGETFzSYVlmC,,1,203300,0.478,0.339,4,-7.355,1,0.0544,0.688,0,0.104,0.288,145.441,4,sad
Happiest Year,,,5kcvBnt6DPX3AMEsCx1qDh,,1,228443,0.501,0.167,1,-14.061,1,0.0484,0.885,0,0.111,0.356,112.275,3,sad
enough for you,,,3T8KVPcFVyyzswMnS8NC8t,,1,202827,0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,4,sad
we'll be fine,,,7KKamdf8oLVz1eFcNRjvnq,,1,262960,0.563,0.382,10,-11.138,1,0.0404,0.748,0,0.0714,0.197,120.802,4,sad
Heather,,,4xqrdfXkTW4T0RauPLv3WA,,1,198040,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,3,sad
that way,,,7l97ElWmIdVHWUaOeeU5ZC,,1,175027,0.453,0.383,0,-11.015,1,0.163,0.728,0,0.387,0.333,105.029,4,sad
Arms Around You,,,32zCAMtxlehzVD0YOVzVkz,,1,191147,0.53,0.271,11,-9.847,1,0.0491,0.841,0,0.103,0.392,101.796,4,sad
Conversations in the Dark,,,6TYlDTa9AQDvjqwbxlvFyI,,1,237427,0.372,0.355,8,-8.436,0,0.03,0.754,0,0.167,0.142,126.705,4,sad
Strange,,,7sq2z9oX2S0CvgTqCZ0ko4,,1,255987,0.286,0.0847,2,-9.883,1,0.0397,0.934,6.94e-06,0.121,0.112,70.743,4,sad
